gene,mean_expression
ST8SIA2,0.022235576
BCAM,0.022235576
LINC00847,0.022235576
GLB1L,0.022235576
OXNAD1,0.022235576
PCLO,0.022210537
LINC02035,0.022210537
CYTH4,0.022210537
SUSD3,0.022210537
CABLES1,0.022185497
ZNF568,0.022185497
PAOX,0.022185497
NCKAP1L,0.022160457
TMTC1,0.022135416
CITED4,0.022135416
RPGRIP1L,0.022110377
CLYBL,0.022085337
ZNF227,0.022085337
KRBOX1,0.022085337
AMMECR1,0.022085337
NRSN1,0.022060296
BACH2,0.022060296
AC012306.2,0.022060296
SLC45A3,0.022035256
PSEN2,0.022035256
ARC,0.022010216
SH2D4A,0.022010216
NKRF,0.022010216
SLX1A,0.022010216
GFRA3,0.022010216
SOX15,0.022010216
ALG10B,0.022010216
TCFL5,0.021960136
ZNF607,0.021960136
IL34,0.021960136
C2orf76,0.021960136
HRC,0.021960136
STOX2,0.021935096
FPGT,0.021935096
AC009283.1,0.021910056
ASGR1,0.021910056
C2CD4C,0.021910056
HSPB8,0.021910056
WRN,0.021885017
ABTB2,0.021859976
PITPNC1,0.021859976
HR,0.021834936
TNK1,0.021834936
FAXC,0.021834936
SMYD4,0.021834936
GREB1,0.021809896
C5,0.021809896
TFB2M,0.021809896
SGTB,0.021784855
FGF9,0.021784855
HECW2,0.021759816
PURG,0.021759816
LINC02482,0.021734776
CEP57L1,0.021709736
TBCEL,0.021709736
ZNF469,0.021709736
SEMA7A,0.021709736
MME,0.021684695
MEOX1,0.021684695
C2orf42,0.021684695
ZNF136,0.021684695
H1FX-AS1,0.021659655
ZNF329,0.021659655
MAMSTR,0.021659655
PLAU,0.021659655
ZFPM2,0.021659655
ZEB1-AS1,0.021659655
GIMAP1,0.021659655
CCSAP,0.021634616
XK,0.021634616
PRR7,0.021634616
ZGRF1,0.021609575
AC008608.2,0.021609575
ETV5,0.021609575
MT3,0.021584535
MLN,0.021584535
CRYGS,0.021584535
C2orf74,0.021584535
DHX58,0.021584535
ZNF213,0.021559495
HMCN1,0.021534456
TMEM178A,0.021534456
TMEM72,0.021534456
ZNRF3,0.021509415
PIGB,0.021509415
MANEAL,0.021509415
ANKRD16,0.021509415
CSF3R,0.021509415
AL121974.1,0.021509415
ZNF653,0.021484375
C1orf50,0.021484375
SNX16,0.021459335
AL662796.1,0.021459335
DCLRE1B,0.021459335
FAM131B,0.021459335
OSER1-DT,0.021384215
RNF125,0.021384215
MCUB,0.021359175
UBTD1,0.021359175
GNAL,0.021359175
AP004609.3,0.021359175
USP9Y,0.021334134
LAYN,0.021334134
RHBDL2,0.021309095
TRIM36,0.021309095
MS4A7,0.021309095
TATDN3,0.021309095
AL590617.2,0.021309095
PLEKHM3,0.021284055
CDADC1,0.021284055
NCAM2,0.021259014
PRELID3A,0.021233974
BRIP1,0.021208934
SKA3,0.021208934
ATXN7L1,0.021208934
FNDC10,0.021208934
TRAPPC5,0.021208934
U62317.3,0.021183895
WDR4,0.021183895
KIFC1,0.021183895
IBA57,0.021183895
EPDR1,0.021158854
JAK2,0.021158854
PRMT3,0.021158854
MUC20,0.021158854
UHRF1BP1L,0.021158854
AC093227.1,0.021158854
AC124016.1,0.021133814
ZNF436-AS1,0.021133814
TRBC2,0.021108774
MAPK11,0.021108774
NR6A1,0.021108774
PARP11,0.021108774
CEP135,0.021083733
TRNT1,0.021083733
NEK2,0.021083733
DEPTOR,0.021083733
SLCO4A1,0.021083733
TM4SF18,0.021083733
CYP20A1,0.021058694
FBXO10,0.021058694
SP6,0.021033654
GINS3,0.021008614
EOGT,0.020983573
EFCAB7,0.020983573
C2CD4B,0.020983573
ANKRD65,0.020958534
EFCC1,0.020958534
PLA2G12B,0.020958534
ZBTB42,0.020933494
GID4,0.020933494
KIAA0040,0.020933494
MS4A8,0.020908454
AC020978.5,0.020908454
MCPH1,0.020883413
SLC25A45,0.020883413
DCAF4,0.020883413
SYNE4,0.020883413
COL26A1,0.020833334
CENPS,0.020833334
EXOC8,0.020833334
SLC18A3,0.020833334
ATAD5,0.020833334
OXT,0.020833334
SCN5A,0.020833334
GRAP,0.020833334
DOC2A,0.020808293
ZNF92,0.020808293
COLCA1,0.020808293
CSGALNACT1,0.020783253
AL451165.2,0.020783253
SWSAP1,0.020758213
LINC01963,0.020758213
GTF2E1,0.020758213
PAQR5,0.020758213
NAT2,0.020758213
AL157392.5,0.020758213
F12,0.020733174
PPP1R3G,0.020708133
PDE4B,0.020708133
RANBP17,0.020708133
AC107464.3,0.020708133
ARHGEF37,0.020683093
IYD,0.020683093
GKAP1,0.020683093
L3MBTL3,0.020683093
FBXL8,0.020683093
ARTN,0.020683093
ADAT1,0.020658053
AL118506.1,0.020658053
CLTCL1,0.020633012
FAM20A,0.020633012
RNASEH2A,0.020633012
CLDN11,0.020633012
RBM4,0.020633012
CNBD2,0.020607973
SCUBE1,0.020607973
ZNF182,0.020607973
NAALADL2,0.020607973
PDZD7,0.020607973
NUDT6,0.020607973
CCL19,0.020582933
ZNF614,0.020582933
PRDM10,0.020582933
FAIM2,0.020582933
PCDHB10,0.020557893
THAP6,0.020557893
SYP,0.020557893
SLC52A3,0.020532852
PAH,0.020532852
ERO1B,0.020507812
PGBD5,0.020507812
PRCD,0.020482773
PER3,0.020482773
RBKS,0.020482773
EMB,0.020457732
CCDC9,0.020457732
DDX28,0.020457732
FAM107A,0.020457732
LMNTD2,0.020457732
ANGPT2,0.020432692
AARSD1,0.020432692
RETNLB,0.020432692
STAB2,0.020432692
GPR137B,0.020432692
APBA1,0.020382613
BBS9,0.020382613
NRGN,0.020357572
ZNF552,0.020357572
ZNF239,0.020332532
RADIL,0.020332532
TMEM67,0.020332532
FAM241A,0.020307492
TMEM143,0.020307492
ZNF284,0.020282451
ZFYVE9,0.020282451
LRRN1,0.020282451
ZNF45,0.020282451
PNMA6A,0.020257412
LZTS1,0.020257412
MTRF1,0.020257412
COX4I2,0.020257412
METTL27,0.020257412
SLC23A3,0.020257412
DNASE1L3,0.020257412
CCNJ,0.020257412
CASC15,0.020257412
CXorf40A,0.020232372
HMGN5,0.020232372
PINX1-1,0.020232372
MFSD14A,0.020232372
ZNF781,0.020232372
TRAF6,0.020207332
SOCS7,0.020207332
PDE1B,0.020182291
LYNX1,0.020182291
PTGDR,0.020182291
RASSF8-AS1,0.020157252
SEMA4F,0.020157252
OIP5,0.020157252
RILPL2,0.020157252
DUSP14,0.020157252
EPB41L4A,0.020132212
MICU3,0.020132212
KCND3,0.020132212
ZSWIM5,0.020132212
DUSP26,0.02010717
SPACA9,0.02010717
TLR3,0.02010717
WIPF3,0.020082131
EEF1AKMT1,0.020082131
CHRM3,0.020082131
GPNMB,0.020082131
MTERF1,0.020032052
LAIR1,0.020032052
MSI1,0.020032052
ZFP28,0.020032052
CATSPER2,0.02000701
BLM,0.02000701
USP45,0.02000701
RIPK2,0.019981971
FOXS1,0.019956931
METTL2A,0.019956931
ABLIM2,0.019956931
Z97989.1,0.019956931
TRMO,0.019931892
ZNF418,0.019931892
FAM149A,0.01990685
KLHDC8A,0.01990685
SIGLEC1,0.01990685
ZXDB,0.019881811
RNF112,0.019881811
SLC30A10,0.019881811
USP2,0.019856771
ZNF354C,0.01983173
C21orf91,0.01983173
ZNF595,0.01983173
IFFO2,0.01983173
C17orf49,0.01983173
AC092747.4,0.01983173
BCAS4,0.01980669
ST8SIA4,0.01980669
HAPLN4,0.01980669
ERCC8,0.01980669
CTTNBP2,0.019781651
DEPDC7,0.019781651
TMEM151B,0.019781651
KLHL15,0.019781651
ZNF319,0.019781651
HENMT1,0.019756611
SLC51A,0.019756611
RORC,0.019756611
WNT4,0.019756611
ZNF185,0.01973157
LINC00526,0.01973157
TRMT6,0.01973157
AC104986.2,0.01973157
THAP1,0.01970653
TRIM46,0.01970653
GSDME,0.01970653
PRDM6,0.01970653
COLGALT2,0.019681491
TCEAL5,0.019681491
COPG2,0.019681491
SPHK1,0.01965645
SLA,0.01963141
CENPP,0.01963141
TBC1D32,0.01960637
MCM9,0.01960637
GPATCH11,0.019581331
HCK,0.01955629
DTNA,0.01955629
WDR92,0.01953125
PRKAA2,0.01953125
CDH3,0.01953125
QPCT,0.01950621
AC126755.2,0.01950621
ZNF765,0.01950621
KIAA1324L,0.01950621
LIN52,0.01950621
SDHAF4,0.019481169
KCNG1,0.019481169
GPAT3,0.019481169
LIPT1,0.01945613
FGG,0.01945613
PLEKHA8,0.01945613
SH2B2,0.01945613
SNAP91,0.01945613
PDCD2L,0.01943109
NGF,0.01943109
ZNF253,0.01943109
PRRT1,0.01940605
GALNT6,0.01940605
ADCYAP1R1,0.01940605
SCRN3,0.019381009
BVES,0.019381009
TRIM71,0.019381009
ZBTB3,0.019381009
POC5,0.019381009
CCDC191,0.019381009
SETD9,0.01935597
ANKRD42,0.01935597
DNAJC6,0.01935597
ZNF682,0.01935597
RDH5,0.01935597
LRIF1,0.01935597
SCTR,0.01935597
TRIM35,0.01933093
POLQ,0.01933093
SLX4IP,0.01933093
ZNF383,0.019305889
DFFB,0.019305889
MLKL,0.019280849
E2F8,0.019280849
ZNF404,0.019280849
ZNF174,0.019280849
ANKDD1A,0.019280849
APLN,0.019280849
UCN,0.019280849
CCDC9B,0.01925581
MMEL1,0.01925581
PXN-AS1,0.01923077
NFKBID,0.01923077
CCDC125,0.019205729
SGSM1,0.019205729
EHF,0.019205729
TWNK,0.019180689
ZNF628,0.019180689
FRS3,0.019180689
TMEM206,0.019180689
AL023284.4,0.019180689
RWDD2A,0.01915565
SBK1,0.01915565
SUPT3H,0.019130608
TMEM185B,0.019130608
NEBL,0.019105569
RND2,0.019105569
ADPRM,0.019105569
HYLS1,0.019105569
HOXD10,0.019080529
TMEM255B,0.019080529
FIGN,0.019080529
TNFAIP8L3,0.01905549
ZBTB6,0.01905549
SLC16A14,0.019030448
CFB,0.019030448
ZNF304,0.019030448
ZNF586,0.019030448
MTF1,0.019030448
ZNF16,0.019005409
AC016065.1,0.019005409
BORA,0.019005409
CEBPA-DT,0.018980369
XRRA1,0.01895533
TRBC1,0.01895533
AP4S1,0.01895533
ZNF385D,0.018930288
AC010969.2,0.018930288
FAM89A,0.018930288
KIAA1586,0.018930288
AMN1,0.018930288
EXO5,0.018905248
ZMYM1,0.018905248
ZNF865,0.018905248
ERFE,0.018905248
HEY1,0.018905248
AL355472.1,0.018880209
RNF208,0.018880209
SYT17,0.018880209
KIF14,0.018880209
MPP6,0.018855168
DNAH14,0.018855168
GJB3,0.018855168
AC097534.2,0.018855168
GRB14,0.018830128
MITF,0.018830128
C19orf47,0.018830128
MOCS3,0.018805088
CRADD,0.018805088
SASS6,0.018805088
PLPPR5,0.018755008
TBXAS1,0.018755008
SSPO,0.018755008
DERL3,0.018755008
RWDD2B,0.018729968
RPH3AL,0.018729968
ANO8,0.018729968
PUS10,0.018704928
MYL4,0.018704928
CCDC189,0.018704928
TMCC2,0.018704928
RELT,0.018704928
NRARP,0.018704928
DLG4,0.018704928
DBP,0.018679887
LINC00982,0.018679887
WNT11,0.018679887
SUV39H1,0.018654848
PSPN,0.018654848
SLC7A5,0.018654848
AP006621.3,0.018654848
ASTN1,0.018629808
DUSP2,0.018629808
ARHGAP9,0.018629808
PABPC4L,0.018604768
CA13,0.018604768
VTN,0.018579727
GABRA2,0.018579727
A4GALT,0.018579727
USP49,0.018579727
SEMA3G,0.018554688
CACNA1A,0.018554688
ZNF613,0.018554688
NMUR1,0.018554688
APOL3,0.018529648
NDNF,0.018529648
VWA5B2,0.018529648
TFPI2,0.018529648
ACTR3B,0.018529648
MMAA,0.018529648
ZNF438,0.018529648
APOC2,0.018504607
MAP3K5,0.018504607
TNNT3,0.018479567
NUAK2,0.018479567
PDP2,0.018479567
FOXO4,0.018479567
FAM49A,0.018479567
ZNF525,0.018479567
GNB1L,0.018454527
SCNN1G,0.018454527
SAMD9L,0.018454527
AC010976.2,0.018429488
AC016876.1,0.018404447
PRR34-AS1,0.018404447
NUAK1,0.018404447
TRPV2,0.018404447
WWOX,0.018404447
KHDC1,0.018404447
PRR3,0.018379407
PLGLB1,0.018379407
KCTD21,0.018379407
LAG3,0.018354367
CDHR3,0.018354367
GPR183,0.018354367
NAIF1,0.018354367
GDF10,0.018354367
ETV2,0.018354367
RIMKLA,0.018329326
FRRS1L,0.018304287
WDCP,0.018304287
DBH-AS1,0.018279247
INTS6-AS1,0.018279247
AC016588.2,0.018254207
CTNNA2,0.018254207
PRMT9,0.018254207
CLIP4,0.018254207
CCRL2,0.018254207
PAIP2B,0.018229166
ZNF557,0.018179087
AC027307.2,0.018179087
AC008915.2,0.018154046
ZCCHC12,0.018154046
DTNB,0.018154046
P2RY6,0.018154046
DLX1,0.018129006
GPBAR1,0.018129006
AFDN-DT,0.018129006
GFPT2,0.018129006
KCNT2,0.018103966
LDB3,0.018103966
AL355353.1,0.018103966
KIAA1958,0.018103966
UBA6-AS1,0.018103966
SLC10A7,0.018078927
ERP27,0.018078927
OSGIN2,0.018078927
WSCD1,0.018028846
GTPBP8,0.018028846
PHACTR1,0.018003806
DOK6,0.018003806
CDH19,0.018003806
AL139089.1,0.018003806
ZNF846,0.018003806
AC026979.2,0.017978767
PCDH8,0.017978767
CCDC126,0.017978767
TAF5,0.017978767
DBNDD1,0.017978767
PTPRR,0.017978767
NDE1,0.017978767
COLCA2,0.017978767
FAM200A,0.017978767
C19orf57,0.017953726
BEX5,0.017953726
HHIPL1,0.017953726
CLP1,0.017953726
TRABD2B,0.017953726
MUM1L1,0.017928686
PSCA,0.017928686
PEX7,0.017878605
PRTG,0.017878605
SNX10,0.017853566
MMACHC,0.017853566
CELSR1,0.017853566
SYBU,0.017853566
SDR42E1,0.017853566
TBCCD1,0.017853566
SCAMP1-AS1,0.017853566
C20orf96,0.017828526
ARL6,0.017828526
ZNF433,0.017828526
MR1,0.017828526
C17orf51,0.017803486
EXOC3L1,0.017803486
CKAP2L,0.017803486
PNMA2,0.017803486
RNF122,0.017803486
ZFP30,0.017803486
UBXN8,0.017803486
SPRTN,0.017803486
BICDL1,0.017778445
MYL3,0.017753405
BLOC1S3,0.017753405
PUS3,0.017728366
ARHGAP8,0.017728366
GMDS-DT,0.017728366
NEUROD1,0.017728366
SHLD1,0.017728366
KIF21B,0.017728366
NTM,0.017703325
AC007325.2,0.017703325
HERC6,0.017703325
LIX1,0.017678285
PCDHB7,0.017678285
DNA2,0.017678285
NPTX2,0.017678285
CNTN3,0.017678285
TCEANC2,0.017678285
MX1,0.017653245
ZNF367,0.017653245
OGDHL,0.017653245
SPA17,0.017628206
ZNF502,0.017628206
SERPINI1,0.017628206
C1orf53,0.017628206
UPRT,0.017603165
LRP12,0.017603165
DOCK8,0.017603165
TRIM66,0.017578125
TIGD1,0.017578125
CA5B,0.017578125
OSGIN1,0.017553085
SUGCT,0.017553085
MOCS1,0.017553085
RSAD2,0.017528044
EVA1A,0.017528044
CD7,0.017528044
BBOF1,0.017528044
TBC1D10C,0.017503005
HNRNPA1L2,0.017503005
ZSWIM1,0.017503005
ZNF720,0.017503005
CKMT2-AS1,0.017503005
SHROOM4,0.017477965
WDR89,0.017477965
CENPQ,0.017477965
C15orf41,0.017477965
PTGS2,0.017477965
TMEM170B,0.017452925
FAM78B,0.017452925
POP1,0.017452925
MORN1,0.017427884
ZNF823,0.017427884
INPP4B,0.017427884
CCDC184,0.017427884
ZNF345,0.017427884
PCSK4,0.017402845
VSTM2A,0.017402845
ZC3H10,0.017402845
MAGIX,0.017402845
AC026471.4,0.017377805
PRRG1,0.017377805
MS4A1,0.017377805
C19orf38,0.017352764
FGD2,0.017352764
LONRF2,0.017352764
NTRK2,0.017352764
CAB39L,0.017327724
CYB5R2,0.017327724
TMEM130,0.017302684
MB,0.017302684
MDGA1,0.017302684
AVIL,0.017302684
ZNF229,0.017302684
SEZ6L,0.017302684
LINC01637,0.017302684
CYB5D1,0.017277645
FAM83E,0.017277645
NUDT17,0.017277645
MYOM1,0.017277645
LINC00662,0.017277645
LRRC23,0.017252604
GABRB3,0.017252604
HRH1,0.017252604
ELOA-AS1,0.017227564
ARSK,0.017227564
ZNF487,0.017227564
ZNF200,0.017227564
ZNF34,0.017227564
SRCIN1,0.017202524
TNFRSF11B,0.017202524
VRK2,0.017202524
PDE6B,0.017202524
GNRH1,0.017202524
CD40,0.017202524
AC021097.1,0.017202524
AL135925.1,0.017177483
PDZD2,0.017177483
CRACR2A,0.017177483
FBXL16,0.017152444
GRIA2,0.017152444
POLE2,0.017152444
FP565260.6,0.017127404
NBPF3,0.017127404
POU5F1,0.017127404
AC048341.2,0.017102364
PANX1,0.017102364
KCNIP3,0.017102364
CELSR3,0.017102364
KIAA1328,0.017102364
TRAF3IP2-AS1,0.017102364
GIPR,0.017077323
CDK5R1,0.017077323
FLVCR2,0.017077323
KCNIP2,0.017052284
MIR1-1HG-AS1,0.017052284
MMP25-AS1,0.017052284
GCC1,0.017027244
RIPOR2,0.017027244
WDYHV1,0.017027244
RTN4IP1,0.017027244
TRMT9B,0.017002204
GOLGA8N,0.017002204
SCN4B,0.017002204
BACE1-AS,0.017002204
PPP1R16B,0.017002204
LYPD6,0.016977163
CIITA,0.016952123
PRX,0.016952123
AL831784.1,0.016952123
IRAK1BP1,0.016952123
AC024337.2,0.016927084
C8G,0.016927084
AP003716.1,0.016902043
GSAP,0.016902043
EHD3,0.016877003
AL355338.1,0.016877003
TMEFF2,0.016877003
CLEC2B,0.016877003
ZNF417,0.016877003
ZMAT1,0.016877003
SLC12A8,0.016877003
TPSAB1,0.016877003
FAM151A,0.016877003
METTL18,0.016851963
SRPK3,0.016851963
MAP3K7CL,0.016851963
RNASE6,0.016851963
DDX58,0.016851963
TMEM200A,0.016826924
SGIP1,0.016826924
RRS1,0.016826924
BATF2,0.016826924
C6orf141,0.016801883
SERTAD4,0.016801883
KBTBD3,0.016801883
CD209,0.016801883
MAGEL2,0.016801883
NLGN1,0.016776843
BEND3,0.016776843
TUBD1,0.016776843
TPPP,0.016776843
PBX4,0.016776843
CCL4,0.016776843
LMO3,0.016776843
LCMT2,0.016776843
TTC21A,0.016751803
ZNF772,0.016751803
LRRC31,0.016751803
NCDN,0.016751803
LRMP,0.016751803
DCLRE1A,0.016751803
PRRG4,0.016726762
ACSS3,0.016726762
FBLL1,0.016726762
ZNF880,0.016726762
HIST1H2BH,0.016726762
IQCH-AS1,0.016726762
RASL11B,0.016726762
CD1D,0.016726762
INMT,0.016701723
AC080038.1,0.016701723
ADAL,0.016701723
NKIRAS1,0.016701723
ZBTB49,0.016676683
XYLB,0.016676683
UNC5D,0.016676683
DEFA3,0.016676683
AC022613.1,0.016676683
C20orf204,0.016651643
GPR39,0.016651643
ENTPD3-AS1,0.016651643
DIO3,0.016626602
ALPL,0.016626602
ORC1,0.016626602
PIK3CD-AS2,0.016626602
BCL6,0.016626602
MBLAC2,0.016626602
ZNF584,0.016601562
MED18,0.016576523
DLGAP1-AS1,0.016576523
ZCCHC4,0.016576523
HOXD1,0.016576523
SCN3A,0.016551482
ALOX5AP,0.016526442
FOXD3,0.016526442
PDGFRL,0.016526442
CPEB3,0.016526442
WSCD2,0.016501402
PTPRO,0.016501402
PSMG3-AS1,0.016501402
SERAC1,0.016501402
SARDH,0.016476363
ZNF554,0.016451322
BEND4,0.016451322
TIGD7,0.016451322
AC097468.3,0.016426282
ERICH4,0.016426282
ZBED5-AS1,0.016426282
AL392172.1,0.016426282
IFIT3,0.016426282
TGFA,0.016401242
TMCO6,0.016376201
ZFP82,0.016376201
SRRM3,0.016376201
FAM13A-AS1,0.016351162
TSNARE1,0.016351162
LBX2-AS1,0.016326122
GATA2,0.016326122
ME1,0.016326122
ZNF473,0.016301082
NSUN3,0.016301082
CA3,0.016276041
VSIG4,0.016276041
TAL1,0.016276041
N4BP3,0.016276041
SAMD13,0.016276041
AC004540.2,0.016276041
CEP112,0.016276041
ZNF18,0.016276041
PTCD2,0.016251002
ANKRD23,0.016251002
RBP5,0.016251002
ZNF804A,0.016225962
EIF4EBP3,0.016225962
TAF3,0.016225962
TIFA,0.01620092
PPP2R2B,0.01620092
CYBB,0.016175881
SP4,0.016175881
NPIPB5,0.016175881
C17orf67,0.016150841
LINC00476,0.016150841
SLC23A1,0.016150841
ASXL3,0.016125802
PIM2,0.016125802
PLD6,0.016125802
MOV10L1,0.016125802
PSMB8-AS1,0.016125802
KYAT1,0.016125802
AP5B1,0.01610076
CFI,0.01610076
NIFK-AS1,0.01610076
LIPE,0.01610076
GIMAP7,0.016075721
CTXND1,0.016075721
ASAH2B,0.016075721
LIN9,0.016075721
NUDT7,0.016075721
TMEM61,0.016075721
ZNF841,0.016075721
RYR2,0.016075721
ZNF680,0.016075721
ARHGEF10,0.016075721
TBC1D31,0.016050681
MPPED2,0.016050681
EXOG,0.016050681
ANKHD1,0.016050681
PGBD2,0.016050681
TOX2,0.016025642
KCNK2,0.016025642
METTL6,0.016025642
ZNF267,0.0160006
TEF,0.015975561
PPM1H,0.015975561
BMP8B,0.015975561
PTGER1,0.015975561
SFR1,0.015975561
AP001107.9,0.015975561
GLDN,0.015950521
FAM50B,0.015950521
FHIT,0.015950521
CEP126,0.01592548
GIN1,0.01592548
IRF2BP1,0.01592548
ALAS2,0.01592548
CCNE2,0.01590044
ARL13B,0.01590044
LRMDA,0.01590044
POU3F3,0.01590044
PALB2,0.01590044
LCA5,0.01590044
MFSD13A,0.015875401
ABLIM3,0.015875401
EFCAB11,0.015875401
AC020915.3,0.015875401
SOX17,0.015875401
AC003102.1,0.015875401
TMPO-AS1,0.015850361
JADE3,0.015850361
TEAD4,0.015850361
NUFIP1,0.015850361
THEMIS2,0.01582532
ZNF836,0.01582532
PRRX2,0.01582532
ZNF788P,0.01580028
LEPR,0.01580028
AGMAT,0.01580028
ZNF165,0.01580028
ZNF701,0.01580028
TRMT12,0.01580028
PRDM5,0.015775241
MYBL1,0.015775241
ANO5,0.0157502
SNAPC1,0.0157502
MINDY4,0.0157502
SLC4A1,0.0157502
CYP2D6,0.0157502
SLC4A8,0.0157502
ZNF470,0.0157502
SEMA6B,0.01572516
HAPLN3,0.01572516
TLCD1,0.01570012
IFIH1,0.01570012
AC004812.2,0.015675081
AL021368.2,0.015675081
TAC1,0.015675081
CYB561D2-1,0.01565004
BEST1,0.01565004
RAB38,0.015625
FAM184A,0.015625
DNAJC27,0.015625
PRDM8,0.015625
PRDM16,0.015625
SLC28A2,0.0155999595
ALOX12-AS1,0.0155999595
TAF1B,0.0155999595
WT1,0.0155999595
RIMS4,0.0155999595
TRMT2B,0.0155999595
AQP11,0.0155999595
ZSCAN12,0.01557492
KCNQ5,0.01557492
AC027228.2,0.0155498795
SLC45A1,0.0155498795
DSCC1,0.01552484
PRSS16,0.01552484
HGF,0.01552484
CYP2U1,0.01552484
ZFP41,0.0154997995
GPR63,0.0154997995
HIST1H4E,0.0154997995
IL1RAP,0.0154997995
NEK11,0.0154997995
AC097376.2,0.0154997995
SP110,0.01547476
KTI12,0.01547476
CPNE7,0.01547476
BRINP3,0.01547476
CCL20,0.01547476
ZNF341,0.01547476
NCKAP5,0.0154497195
ANKDD1B,0.0154497195
SWT1,0.0154497195
BORCS5,0.0154497195
AL139246.5,0.0154497195
PARS2,0.0154497195
GPR157,0.015424679
KDM8,0.015424679
HIST1H2AE,0.015424679
AL121827.2,0.015424679
RPP40,0.015424679
LRP8,0.015424679
SYNGR3,0.0153996395
HOXD4,0.015374599
SYN1,0.015374599
HES2,0.015374599
EREG,0.0153495595
SASH3,0.0153495595
ARHGAP20,0.0153495595
KLHL26,0.0153495595
PTPRN,0.0153495595
C17orf100,0.0153495595
SLFN11,0.015324519
LINC02298,0.015324519
MFAP5,0.015324519
ADAM11,0.015324519
ZNF69,0.0152994795
TTC12,0.0152994795
NEK8,0.0152994795
LRRC37A3,0.0152994795
TRHDE,0.015274439
RHBDL1,0.015274439
LRRN4CL,0.015274439
ITGA11,0.015274439
LINC01315,0.015274439
BLNK,0.0152493995
ZNF85,0.0152493995
ESCO2,0.015224359
HOXC6,0.015224359
AC092171.4,0.015224359
ADAM8,0.015224359
AP3B2,0.015224359
SLC9A5,0.0151993185
ZNF510,0.0151993185
ZNF566,0.0151993185
AC099791.2,0.0151993185
SPTBN5,0.0151993185
STC2,0.0151993185
C1orf162,0.0151492385
ZNF567,0.0151492385
PELI3,0.015124199
GRK4,0.015124199
HELB,0.015124199
DZIP1L,0.015124199
ATP1A3,0.0150991585
DGCR6,0.0150991585
FGF1,0.015074119
KLHDC9,0.015074119
TCF7,0.015074119
GLTPD2,0.015074119
CALCB,0.015074119
PIK3AP1,0.0150490785
AL022328.4,0.0150490785
FANCM,0.0150490785
LRRC3B,0.0150490785
TLDC2,0.0150490785
BCDIN3D,0.015024038
CCDC154,0.015024038
PROSER2,0.015024038
NPB,0.015024038
TESMIN,0.015024038
AL133410.1,0.015024038
AP003486.1,0.015024038
AL117382.1,0.0149989985
ZNF273,0.0149989985
ATP2B1-AS1,0.0149989985
ABCA10,0.0149989985
FAM71D,0.0149989985
PSTK,0.014973958
THBS4,0.014973958
ZNF594,0.014973958
PKLR,0.014973958
ZKSCAN4,0.0149489185
PNMA8B,0.0149489185
ZDHHC11B,0.0149489185
NOP14-AS1,0.014923878
CU638689.5,0.014923878
AC012467.2,0.014923878
NPIPA5,0.014923878
ZNF184,0.014923878
PITPNM3,0.0148988385
ZNF280C,0.0148988385
B4GALNT2,0.0148988385
GPR155,0.0148988385
TTLL6,0.0148988385
ISLR2,0.0148988385
IGF2-AS,0.0148988385
PLEKHS1,0.0148988385
ZNF8,0.014873798
NUDT18,0.014873798
EEF1AKMT4,0.014873798
KCTD1,0.0148487585
AP002026.1,0.0148487585
IGLON5,0.0148487585
ZNF616,0.014823718
URB1-AS1,0.014823718
ZNF155,0.0147986775
ZNF808,0.0147986775
FAM234B,0.014773638
NPIPB4,0.0147485975
BTBD8,0.0147485975
NAF1,0.0147485975
SNPH,0.0147485975
ZNF286A,0.014723558
TRIM62,0.014723558
AC005332.4,0.014723558
PEX11G,0.014723558
NMB,0.0146985175
AL356417.2,0.0146985175
AC068888.1,0.0146985175
RIMS1,0.0146985175
IL20RA,0.0146985175
RGL3,0.0146985175
AC016773.1,0.0146985175
ZKSCAN3,0.0146985175
IGSF10,0.0146985175
AC120053.1,0.0146985175
CACNA2D4,0.014673478
ATP8A2,0.014673478
ZNF350,0.014673478
SGCA,0.014673478
ZNF430,0.0146484375
GCNT4,0.0146484375
PDE1C,0.0146484375
MNS1,0.014623397
LIN7A,0.014623397
SLC35E4,0.014623397
PLEK,0.0145983575
FAM161B,0.0145983575
GIMAP8,0.0145983575
KLHL4,0.0145983575
TMEM116,0.014573317
LMLN,0.014573317
C3orf33,0.014573317
TMEM51-AS1,0.014573317
RNASEH1-AS1,0.014573317
CLHC1,0.014573317
PAM16,0.014573317
INVS,0.014573317
USP32,0.014573317
TBX1,0.0145482775
CBARP,0.0145482775
FAM241B,0.0145482775
NPHP1,0.0145482775
SLC2A4,0.0145482775
ZNF570,0.0145482775
TBC1D30,0.014523237
SAMD10,0.014523237
LLGL1,0.014523237
AC004687.1,0.0144981975
POU2AF1,0.0144981975
ZNF891,0.0144981975
USP35,0.0144981975
AC138969.1,0.0144981975
GBGT1,0.014473157
CALB2,0.014473157
HOXB-AS1,0.014473157
CTSE,0.014473157
PALMD,0.014473157
KCNQ4,0.014473157
DKK2,0.014473157
E2F7,0.0144481165
IL15RA,0.0144481165
UBXN10,0.0144481165
DIRAS3,0.0144481165
SEC14L2,0.0144481165
STPG1,0.014423077
SRRM4,0.014423077
BTBD19,0.0143980365
ZNF527,0.0143980365
AC245884.8,0.0143980365
NEURL2,0.0143980365
AL121832.2,0.0143980365
AC245060.5,0.0143479565
KIAA1614,0.0143479565
